id,tweet,sentiment
1406,@TJ_Politics @Shane_RossTD The \farcical\ element is @labour inviting perception of cronyism by making a total mess of appointments #GE16,1
1407,Brilliant idea #GE16,9
1408,Burn. @fiannafailparty #GE16,1
1409,Over supply out striping demand leads to a global crisis #Recovery #PBP #GE16,3
1410,@PaddyORuadhan not sure..... but there'll be some crack in #GE16,7
1411,I think @labour meltdown is becoming a self-fulfilling prophecy;a wasted vote or a proxy vote for @EndaKennyTD #GE16,2
1412,EXCLUSIVE: Register for #GE16 overstated by almost half a million people:  @PatKennyNT,4
1413,@angiebeeb @caulmick Two hours in a luxury limo. Better than months in a hotel room with no home and no hope. #GE16,1
1414,"@WLRFMnews Feeding us crumbs, from our money to buy the election.#GE16",2
1415,Laois/Carlow another one (over Gragiuecullen) #notoneinch,3
1416,Excited abt our Speed Lobby of Wicklow #ge16 candidates by people with disabilities in Bray next week #NothingAboutUs without us...,8
1417,That..and Enda talking out of his Fheis\n#fgaf16 #ge16,3
1418,How can @EndaKennyTD reconcile his past comments with his new openness to cooperating with Lowry? He's gone native.,2
1419,"@KildareNow @leinsleadernews @ShaneBeattyKFM Still a #GE16 issue, urgent action needs 2b taken to provide a new schl",3
1420,A proper journalist would point out this is the same party in government in NI who are installing water meters.,2
1421,@joanburton That you are party to court proceedings to institute criminal proceedings against children will weigh heavily on you in #GE2016,3
1422,Micheal Martin like Haughey before him raided the coffers for his personal funds. Nothing changes in FF. #af16 #ge16,2
1423,@annf5 you could write a book on all that is wrong with this #ge16 @breakingnewsie @joanburton @GerryAdamsSFExactly,1
1424,Labour aiding profiteering while people go homeless #GE16 #PBPA #vinb,1
1425,Updates from @horganjonesjane who's tweeting on the Mohan v Ireland case. #genderquotas #gendergap #ge16,5
1426,@CormacTienkai please pledge your support for people with neuro conditions   #GE16 #800000minds #NAI #2016election,6
1427,@GerryAdamsSF @johnbradysf  Dowling School of Irish Dancing who performed superbly at John Brady's Election Night.,8
1428,First meeting of the new year for Wicklow Comhairle! #GE16 and its connection with young people should be interesting!,8
1429,@NChildersMEP @VoteLeftIreland @thejournal_ie Hopefully this might move Ireland in the direction of left / right politics #GE16,7
1430,Leaflet from Willie Penrose -Labour \u2013 Longford Westmeath\u00a0#ge16,5
1431,"A fine body of men, appealing for support for Glenna in the #SocDems interest.\n#GE16",6
1432,Support for  #Ireland's  #ruling  #coalition falls as  #election looms,5
1433,Great canvass in #Dromohane now onto #Banteer with Paddy #GE16 #Vote1COLLINS @FineGael @FineGaelCNW,8
1434,"When @populistwatchir is a @labour &amp; @joanburton troll account, don't tell @LorHiggins tho... #GE16 #LorsLaws",3
1435,#Tinder meets #politics with @smartvoteie find your ideal #GE16 candidate with this great new service!\n,8
1436,let's hope climate change a major election issue in Ireland,6
1437,Looking forward to @twitter session w/ @nickpickles @policy &amp; @CDPB_NI. Hoping for support for #equalmarriage in NI:,7
1438,Should having John Delaney canvas for you be seen as an advantage or a disadvantage? #twip #ge16,5
1439,#sinnfein #EndaOUT TAKE OUR COUNTRY back from CORRUPTION and tax evasion. Vote slab and #sinnfein #ge16 #labour,1
1440,"Listening back to this, @TodaySOR won't like being made a fool of by the minister. #Ge16 #rte @RTERadio1",4
1441,"Oh my god, @FineGael is charging charities to have little stands at their ard Fheis,  that kind of nastiness is just in the #FG DNA , #GE16",0
1442,You can share you #disableinequality stories here:  #GE16,5
1443,Thank you @cardagh @fiannafailparty #dubsc for pledging your support for a referendum on #repealthe8th #ge16,8
1444,A child. Despicable behaviour. Just call it. \n \n#GE16 #FG,1
1445,Ah yes but are they #isohalo16 principles that each #ge16 candidate is asked 2 sign up 2,3
1446,State should Take-over Distressed Mortgages  #Homeless #ge16 #DealWithIssue!,2
1447,Lots of #ge16 folk of all parties and none mixing up their canvass with their canvas \ud83d\ude29,6
1448,"If you want to see cronyism, watch Labour stuff quangos etc with their hangers on as #ge16 approaches.",2
1449,Isn't this just as good a chance to discuss @MichealMartinTD's time as Minister for Healty under Bertie Ahern? #ge16,5
1450,"Q&amp;A now between members &amp; @Paschald on his plans for election campaign, issues important to members &amp; country. #ge16",5
1451,#ge16 \nwhich #canditates will commit to\n #abolishing #seanad ?\n@Donnchadhol  ?\n@mickfinn01?\n @jerrybuttimer ?\n@CiaranLynchTD ?\n@LornaBogue,5
1452,@LCreighton and @RENUAIreland injecting a little much-needed brightness and vision into Irish politics! #GE16 ,9
1453,When candidates call asking for your vote in #GE16 please #askabouthousing #homelessness @SimonCommunity,6
1454,Very borderline to an advert for this Gov. in office. Shady stuff from an independent department with #GE16 soon.,3
1455,All swiped out on Tinder? Now you can match your local #GE16 candidate:,6
1456,@rtenews please do not throw us under the bus again @EndaKennyTD with made up nonsense- your pals went mad borrowing not mine #davos #ge16,1
1457,"Enda Kenny, 2011: \So, accountability and sacrifice begins at the centre and at the top\ #GE16",2
1458,The challenge of change @SocDems on O'Connell Street #socdems #GE16 #todaysor #vinb #liveline,4
1459,"We need a #right2housing referendum to give the people muscle to tackle mortgage, housing, and rent problems. #NTLT #GE16",5
1460,Enda Kenny 2009: \Hello. I believe in a fairer Ireland\ #thatsFineGaelness #GE16,2
1461,Jimmy's on top of the crucial issues #GE16 #LongGrass @TodaySOR,4
1462,Burglary a heinous crime - Minister for Justice  #GE16,4
1463,"@DelMadden our new motorway system is great for the vote early, vote often tactic. It is happening, but I'm uncertain about scale #ge16",6
1464,#michaellowryrule him out or you won't get my vote.#fg#GE16.give us some indication of moral fibre.,1
1465,Don't forget this @labour ad before Enda tells Joan it's ok to leak the #ge16 date,4
1466,"On your marks, get set, go! #GE16  #canvass @sarahharte16 @burke_ita @Martinablake15",7
1467,Follow me for election commentary in #ge16  #louthchat,5
1468,Kenny under pressure over accommodation for #homeless  via @Independent_ie,5
1469,"@CandiceLanier there is simply  no enthusiasm among democrats for a Hilary Clinton presidency, they will not come out to vote in #GE16",3
1470,@JohnMurphy51 good question theres no need for cute whoorism this time around #ge16 we are not prepared to lusten to lies any more,1
1471,Makes a change from having to swerve to avoid her trailer AD yesterday anyway,3
1472,Curious also that people complain about health during election campaigns but vote for tax cuts!,3
1473,"Fianna Fail done a shocking job when they were in power, Fine Gael didn't do much better.....false promise again and again #GE16",1
1474,Hope to see you at our stand later @votetomneville #ge16 #fgaf16 #askabouthousing,6
1475,"#GE16 The smug, self-righteous lectures from government ministers on the \recovery\ are so detached from reality it's beyond laughable",0
1476,"Irish politicians failing disabled by ignoring them in election promises and policies, advocacy group claims",4
1477,@FineGael Enda says #GE16 #FGAF16,5
1478,Leo \Don't mention the Health Crisis it undermines staff\ Varadkar...  \n#cblive #vinb #GE16,3
1479,Social Justice Ireland's series of #GE16 briefings can be found here:   Today's briefing is on Poverty &amp; Deprivation,5
1480,@Labour plan on improving accessibility and affordability of childcare shows a real commitment to the needs of working families #rtept #GE16,8
1481,.@SocDems on O'Connell Street . Can you spot @aoneillmeath ? #socdems #GE16,5
1482,Has Enda found his brain to decide when the #ge16 is happening,2
1483,@JoeHigginsTD Garda witness needed on RFA2 forms; @TheUSI will be doing another voter reg blitz to #RockTheRegister to #MakeASmartVote #GE16,6
1484,The Dail will be dissolved next Tuesday ahead of elections being called for February 26th #GE16 #FG #FF...,5
1485,Still no general election date? Enda teasing all us anoraks!  @FineGael  give us that date baby! #GE16 #fgaf16,4
1486,"Very noticeable change of focus from Fine Gael, Fianna Fail are now clearly their primary target... #twip #ge16 #fgaf16",4
1487,@simoncoveney @seansherlocktd @KathleenLynchTD @DaraMurphyFG #M20 needs to be an urgent political priority in #GE16,4
1488,@BillyOCandidate probably  can't find a room enough to fit all their ego's. Love the pic! #Renua #GE16,8
1489,"Judging by the triumphalist roars from the crowd at the Fianna F\u00e1il Ard Fheis, I reckon half of of them must be Brian Cowened #af16 #GE16",2
1490,#SINDO's @NiamhHoran catches up with Mary Hanafin on a canvass in Foxrock #GE16 #Dunl,5
1491,The evil lair of Irish politics remains intact no matter what social suffering or crises exist. #ge16 #todaysor,0
1492,@chaburn  #ballyheasaysno Meeting Central Bank to get justice on the debt \nat 1:08:22 #OFlynn4CorkNW #GE16  \u2026?,5
1493,I hope some #ge16 candidate has a selfie on their poster.,8
1494,When Joan tells him he can ! #GE16 #FG #labour,6
1495,Waiting for #GE16 date is ridiculous. I agree with Fixed-Term Parliament. Next election date decided on first sitting of each new session.,3
1496,@MartinaFitzg @rtenews Taoiseach there's never a discussion. Look at all the voters #irishwater #fgaf16 #GE16,5
1497,The Social Democrats: moulding the break in Irish politics.\n#SocDems \n#GE16,8
1498,@djcpmoore @KeithM @SvtigerStephane lost of loose predictions #GE16 it's a new trend \ud83d\ude02\ud83d\ude02,5
1499,Get to know your local representatives and what they stand for #GE16 #repealthe8th #Limerick #getoutandvote,6
1500,Our intention is not to be a mud guard in a negotiation for Government according to Catherine Murphy of the Social Democrats #GE16,5
1501,Be nice to get @unadunphy in the door now come #GE16. #Waterford,7
1502,@cian_spillane @brophytalks It's pretty disgusting. Elected officials should adhere to the spirit of the rules and not loopholes #ge16,1
1503,Given @pppolitics odds #corkeast battle for 4th seat could go late into night. Any  1 of 4 could take it #GE16  @jonathanhealy @minihanmary,5
1504,Election 2016 key potential \u2018flashpoint\u2019 for economy  #Irishbiz #Ireland,5
1505,#Anonymous #GE16 #NonViolent \nGovernment sites hit in new wave of cyber attacks\n\nA wave of cyber attacks has hit...,4
1506,"LEO in Donegal which has provided adviceand support to 159 clients and supported the creation of over 1,220 jobs in Donegal in 2014. #GE16",6
1507,We need to invest in quality #EarlyYears with significant investment in next 5yrs #GE16,5
1508,.@ThomasPringleTD arriving with @ClareDalyTD &amp; @wallacemick in #Killybegs to a crowd of 250 tonight #Donegal #GE16,5
1509,"Above all else Lord, let us as a nation find the courage to match what we believe to be our self respect. #ge16 #change #countmyfeet #Jan23",8
1510,There are a LOT of soap operas.... #hardToAvoid #GE16,2
1511,More minor tweaking in Dublin South Central odds from @pppolitics see FG &amp; Labour gain and FF &amp; SF fall back #GE16,3
1512,"This is shameful: Government won't accept #ccven vote on economic, social&amp; cultural rights. #ESCrights #GE16 #UNCRC",2
1513,@FintanCox @thejournal_ie because Fintan it will possibly be the only viable coalition govt after #ge16. Despite FG &amp; FF denials it's poss,5
1514,Pls RT! Spent convictions legislation will benefit tens of thousands of voters - final chance for TDs to #makehistory in advance of #ge2016,6
1515,Q: What do call #US companies that move to #Ireland? @oreillyfactor @seanhannity #GE16 #Trump2016,5
1516,The Green Party has made a formal complaint to BAI over RT\u00c9's exclusion of the party from its leaders' debates #ge16,5
1517,We need to learn from the past,4
1518,Min of 6 @fiannafailparty candidates to exclude from your #GE16 ballot if you believe in #repealthe8th to allow families with FFA a CHOICE,3
1519,Smart vote 5 candidates-Waterford #GE16 support rent control what has @ciaramconway done about rising rents as a Td?,4
1520,There's also the foxhunting which needs to be banned. @Wexford_tweeter #ge16,4
1521,Laughing at us! PLEASE WAKE UP IRISH PEOPLE..,1
1522,We are in #Galway launching the #disableinequality campaign #ge16,5
1523,"@DavQuinn 740,000 of us voted NO in #marref. Make our voices heard In #GE16 by voting only for defenders of 8th amendment. #740Kmovement",3
1524,"Vote me or blocked, the wanker deleted the one i was winning smh",0
1525,So \progressive\ @Glenna_lynch of the @SocDems supports the water charges. Avoid! #WeWontPay #Right2Water #GE16,2
1526,Huge policy rift in Fine Gael between former leader Michael Noonan and Taoiseach Enda Kenny over USC.\n#ge16,3
1527,Cork North-West: a review today by the Irish Independent\n,5
1528,Dublin urges Britain to stay in the EU - often forget that Irish have right to vote in British elections.,5
1529,If pple like @UnaMullally can encourage young ppl to vote in #GE16 in similar numbers to #MARREF #GE16 could be big win for youth engagement,7
1530,During a fag break Green Party candidate Shyness Sheedy repeated calls for taller teachers \ud83d\udc4f #ge16,4
1531,Buncrana Together and the 2016 Irish General Election -  \n\nSame goes for us for #GE2016,5
1532,@GCraughwell and now this  #auctionpolitics #GE16,3
1533,The ladies twin sets are out in force at  #fgaf16 #ge16,4
1534,Join @AnTaisce 's call: A dedicated department of #ClimateChange action in the D\u00e1il #GE2016,6
1535,Iceland negotiated a better deal then we got and are in an recovery.  #Vinb #GE16,4
1536,"@1895Barry Course we would have lots of \u20ac to invest in these issues if we adopted the fairytale tax less,spend more policy of the left.#GE16",2
1537,Kenny refuses to rule Lowery deal out. Says it all. @SocDems  #GE16 This Week from Sunday 24 January on RT\u00c9 Radio 1,3
1538,"At a press conference today, Fine Gael Senator Brian Distress rejected calls for pink high visibilty vests \ud83d\udc4f #ge16",4
1539,We at Direct Democracy Ireland fully this initiative by the Dublin Rape Crisis #DirDemNCM @fibromy @lorhayde,6
1540,Look forward to seeing you at our stand @jpphelan #fgaf16 #ge16 #askabouthousing,6
1541,jesus @campaignforleo makes my skin crawl #spoofer #GE16 #GE2016,0
1542,Why are allowed @FineGael litter with illegal posters? See Littering Act 1997 @NoelRock @DubCityCouncil #GE16,2
1543,"So @FineGael want a USA style society for #GE16. Crime, Obesity, Poverty.   @SocDems offer the best honest balance.",2
1544,"Looking to a likely February election in Ireland,speaks to theabout possible outcomes:",5
1545,Watch it before #ge2016 what our bankster enquiry didn't do MT @thejournal_ie: The Big Short,5
1546,Missed our #EarlyYears #GE16 campaign launch?  No problem - here's a twitter summary,5
1547,Political anoraks in Longford-Westmeath won't be happy with news that #Vinb @Peoples_Debate planned for Monday has been postponed #GE16 1/2,4
1548,Great suggestions on how candidates in #GE16 can use #socialmedia.   Honourable mention for @kencurtin,8
1549,Happy that I was a Catalyst in the Naming of @RENUAIreland &amp; still having a wee influence on Irish politics  #GE16,9
1550,Details on new Dublin Rathdown #GE16 @stillorganvill @stillrgnchamber @love_dundrum @milltheatre,5
1551,FYI @RENUAIreland have #FAILED to engage with me ref #disability on their #manifesto #GE16 despite a DM received from them. #Nointerestinus,1
1552,The Neurological Alliance of Ireland @nai_ireland has launched their election campaign. Get involved,6
1553,@thejournal_ie Bullshit alert probably #GE16,1
1554,"He won\u2019t tell us what\u2019s in his head, but the election has already started  []\n #ireland #news",3
1555,#breakingnews Mary Lou McDonald: Gerry Adams will lead Sinn F\u00e9in into next General Election  via @breakingnewsie,5
1556,Here yare. The #GE16 Wheel O'Clich\u00e9s. Might pass the time,3
1557,"#twip Enda is still standing, whilst the country is on its knees, #fgaf16 call their term a success, would hate to see what failure is #Ge16",1
1558,Two conclusions can be drawn from such promises as the ones we're seeing here #ge16,5
1559,Cllr Sean MacManus and #GE16 candidate Cllr @Declan_Bree discuss major housing crisis. \n\n#SLSDWC,5
1560,Gerry Adams on the Sindo's \crass\ attempts to suggest he will resign before the election - \u201cDespite their bes...,5
1561,Enda didn't do too well at #Davos today did he? #GE16 \n\n\Everyone Is Now Dumber\ - Billy Madison,3
1562,"Abolishing it is the way to go, it's an unmitigated flop , business denounce it as woeful and unworkable. FG luv it?",2
1563,Will any republican or nationalist or even socialist party put the promises in the 1916 Proclamation into their election manifesto?\n#ge16,5
1564,Think I'll run for election. I'll increase minimum wage to \u20ac20ph cause it looks like it doesn't matter if employers can pay it or not! #ge16,2
1565,Lowry has the dirt on them all...,4
1566,#FineGael hire audience members from #WinningStreak to augment Ard Fheis numbers #GE16,3
1567,"Thank you @Womans_Way for covering the impact of #caring for a person with #dementia, such an important topic as we head into #ge2016",8
1568,Anti-Homeless Spikes At Dept. of Social Protection.  @joanburton @labour #GE16 #revolting #blueshirts in red,1
1569,Fine Gael are definitely running an election campaign before the date has been announced. #twip #GE16,3
1570,Hard luck to any political journalist who got assigned to the Green Party conference over the FF \u00c1rd Fheis #ge16,3
1571,Dont bother your hole #GE16,0
1572,Lovely fresh evening tonight #raheny warm response St Assams &amp; Foxfield thank you  #GE16 #DBN,10
1573,only users of #eircode via An Post are Revenue Commissioners &amp; LPT - but postmen cant sort/deliver with it - just a tax ID #GE16 \u20ac50m waste!,2
1574,\Well-heeled articulate women.\\n#ge16,9
1575,What arrogance was displayed by Burton?\n\My self-declared wrongdoing? So fucking what!\\nExactly!\n#BurtonOut #GE16\n,0
1576,Freezing Fog and ancient spaces- today's canvass was a little like a Sherlock Holmes adventure\n #GE16,7
1577,I think #af16 proves that FF is ready and willing to fight for this country #ge16,8
1578,.@EndaKennyTD in #london today; meeting any of the hundreds of thousands of Irish who won't have a vote in #ge16 #emvote #emigrantmanifesto,6
1579,Bruton wary of Army's 1916 school visits  via @Independent_ie,4
1580,"@dsmooney FG have done a tremendous job rescuing the economy from the disastrous crisis FF left, and FF has no jobs plan in place #ge16",8
1581,"While balancing on one leg, Sinn F\u00e9in spokesperson Tiger Twomey accused opponents of ignoring a ban on power adapters. #ge16",4
1582,"@KevinHickie \nI didn't ask you how it worked, I asked you how you were going to get Unionists to vote for United Ireland",3
1583,"Never mind the banking crisis, don't forget this when you go to the polls... #GE16 #fiannafail",5
1584,Where do the political parties stand on tax and the USC? Watch the latest Road to the Election here  #GE16,5
1585,Can't wait for the Irish election in a few weeks. Think I know who my first pref will be. Bit stuck for second or third though.,8
1586,"A spokesperson from @BoyleSports tells me the most likely scenario in #Donegal #GE16 is two Sinn Fein, two Fianna F\u00e1il and one Fine Gael",5
1587,Is the Special Branch investigating the leaking to RT\u00c9 of the #bankinginquiry Report?\nCui bono? \n#GE16,3
1588,Column today: #GE2016 Crunch time for canvassers as 'undecided' numbers grow     via @Independent_ie,5
1589,In 1977 and again in 1997 the National Coalition was so unfairly rewarded for saving the country by being given a spell in opposition.\n#ge16,3
1590,How long has Shane Ross TD been living in Ireland?\nWill he ever sound like one of us?\n#GE16,4
1591,Disappointed @JoeFinneganShow cut off @Micheal_Sustain before he explained reinsurance scheme and catchment management. Cavan Monaghan #GE16,2
1592,"Good to see the Greens getting their act together for #GE16, they should be part of the debate. Interested in how their poll numbers go.",8
1593,Alan Kelly has taken the wrong approach on housing crisis says Lynch #not1home #GE16 #marian,4
1594,@labour Do you even believe any of this stuff yourselves anymore? The party has no shred of credibility left. #GE16,1
1595,"With this selection, Kenny underlines FG's new status as a pro-abortion party. Clarity is good.   via @Independent_ie",6
1596,"From the lotus position atop a plinth, Independent Councillor Se\u00e1n Montana called for a tax on coddle. #ge16",4
1597,Poll: Why did Olivia Mitchell start crying in Dail Eireann? #GE16 #Irishwater #FineGael,5
1598,"With the addition of Dublin Bay North,all 40 constituencies are now live #ge16 Bet here: \u2026",5
1599,"3,023,025 eligible to vote for #MarRef but 3,221,681 voting cards issued. Major review of electoral register needed.",3
1600,.@SorchaNicC is Dublin Rathdown's only Right2Change candidate. If you want rid of water charges vote Sorcha #1 #GE16 ,7
1601,Positives and negatives for the #Government #Ireland  #Ireland2016 via @rtenews #Election2016 #Dublin #EU,5
1602,@blainesligonew Release coming once final candidate list is known. ~ second week of campaign. #ge16,5
1603,USI President @KevinDonoghue and Campaigns @dm_waugh talking to @TwitterDublin about #GE16 #MakeASmartVote,5
1604,"Cork South West Current TDs Jim Daly (Fine Gael), Noel Harrington (Fine Gael), Michael McCarthy (Labour) Total...",5
1605,"Good Luck to everyone marching today. #Right2Water #countmyfeet\nRemember, You Can't Fix Stupid. But You Can Vote it Out!\n#GE16",9
1606,Kenny said report reeked of an 'obsession with power'  via @Independent_ie,5
1607,Jesus wept!,1
1608,"Jaysus I hope Enda, Joan and Alan don't get any Ideas? #GE16",2
1609,@ISPCCChildline is calling on all #ge16 candidates to keep their promises to children.  One key promise is action on B&amp;Bs #MyHomelessFamily,5
1610,Enda Kenny 2010: \..fairness will be right throughout..\ #GE16 #MyHomelessFamily,2
1611,Here's what I said on #Right2Housing and #Cork #homelessness at @GreenParty_IE #VoteGreen2016:  via @TheCork_ie #GE16,5
1612,.@FineGael spending \u20ac3 million to keep the majority? Of course they are. Bu any party can raise that sort of money.,3
1613,"Electorate unsure of what they want in #GE16, but status who is not an option",4
1614,"staffing level for Galway/Roscommon  #autism  team for children 1 OT , 1SLT, 1psychologist for 2 counties #GE16 #DisableInequality #HSE :(",2
1615,@MOReganIT You'd never guess #GE16 &amp; #Seanad16 are around the corner!,4
1616,"Speaking at a school in Swords, Social Democrats Councillor Spare Ribs McNamara flatly rejected calls for lengthier eels. #ge16",4
1617,"Donna Cooney was spot on saying this govt are \not people of vision\, their focus is m\u00e9 f\u00e9in and getting re-elected #VoteGreen2016 #ge16",2
1618,Mark 9 yrs old has #downsyndrome. Does this mean he is less important less valued than his twin #GE16 @DisInequality,3
1619,#ge16 a woeful lot of eejits will vote for incompetent opportunists #fgfail #ffail,0
1620,Hope to see you at our stand later @richardbrutontd #ge16 #af16 #askabouthousing,5
1621,Oh well. Another one bites the dust. Mm Mm Mm,8
1622,no fool like an old fool,2
1623,New poll says 42% of people believe Mary Lou McDonald would make a better SF leader than Gerry Adams:  #ge16,5
1624,People get it.  Some of the reaction to the @SocDems Manifesto today in Journal.ie #socdems #GE16,7
1625,All political partys will do exact same b4 +after GE. Weaken political stronghold vote independent#ge2016@Cork's96fm,4
1626,@sinnfeinireland candidates appear to be concealing their support for abortion. #GE16 #Jan23 #ProLife,3
1627,"Feeling left out as @SinnFeinLouth @ImeldaMunster #Team Drogheda hit the trail #GE16 , someone has to man the office \ud83d\ude01",4
1628,#Marian should follow #VoteGreen2016 \n\nSome great discussions re #ge16 coming out of there today,8
1629,"#twip #GE16 FF claim they didn't cause the crash,FG claim we didn't claw ourselves out of it. Not sure which lie is more hurtful.#FGFFHELLNO",1
1630,How many ppl tweeting about #MyHomelessFamily wouldn't support a government that wants to raise taxes in #ge16? Magic funding? #cblive,2
1631,Time we question privatisation of care to companies who need to maximise profits for shareholders #DisableInequality #ge16 @women4election,4
1632,"Enda Kenny 2011: \I want to assure you, I will be decisive but fair. We have to stop the rot\ #GE16  #vinb",2
1633,Details of the 2 assembly points for tomorrow's Right2Water rally in Dublin. 1 on Northside other on Southside #GE16,5
1634,No doubt it'll fit in less than 140 characters \n \n#housing #housingcrisis #GE16 #NAMA #homeless #vinb,4
1635,@LmkFeminist Men/boys dont have full body autonomy and NO say at all in the faith of their unborn children..#FemGen #GE16 #GE2016,2
1636,The skin crawls when a government party candidate in #GE16 describes herself as a \newbie.\\n #fgaf16,0
1637,This would b a good time to save not buy an election! #economicfragility #eu #ge16,2
1638,Full house for launch of election campaign launch for Maurice #Quinlivan in #Limerick tonight. #GE16 #SinnFein,7
1639,Recovery? Read this &amp; decide for yourself #vinb #rtept #rtenews #ge16 #FGAF16,5
1640,We need to be very careful who we elect #GE16 #Joaniescronies,3
1641,Latest analysis from Irish Polling Indicator finds pattern of stability in party support in recent months  #ge16,5
1642,I am standing as a fully independent candidate in the community and comprehensive sector in Ireland for election to the Teaching Council.,5
1643,Interesting comments from @campaignforkate but her own party has perpetuated the 'indignity' she speaks about.,3
1644,Fergal Smith's WhichCandidate profile  #ge16 #clare @greenparty_ie @fergalsmithcl,5
1645,"@Tyndale7 @2351onthelist @PenIrvine Of course, in Sotland the RC vote doesn't come without dragging it's Irish republican knuckles behind it",1
1646,Living in pre-election Ireland is a bit like being in the X-Files. The Truth Is Out There but the establishment screws you over everytime.,1
1647,@ThomasPringleTD #GE16 launch  @wallacemick #Donegal #DonegalConstituency #GeneralElection #DonegalTV,5
1648,#EndaOUT because #eircode was a priority\n\u00af\\_(\u30c4)_/\u00af\n#GE16 #Right2change #MyHomelessFamily #wealthdivide #Right2Water,1
1649,@jenncuffe09 my results on smart vote #ge16,5
1650,@labour ok but make sure it's the actual truth and don't just pick the ones that are most convenient to Lab/FG #GE16,2
1651,General Election is coming.Be prepared with these useful tools from ARC.Can't wait to use. #repealthe8th #Ireland,8
1652,Last of the summer wine !!\n#dublinbaysouth \n#GE16,9
1653,Great to have @DeirdreCluneMEP canvass with us today in Glanmire,8
1654,Support for Ireland's ruling coalition falls as election looms: Support for Ireland's ruling coalition fell in...,5
1655,How can your newsroom make an impact online during the Irish General Election?Come hear our experts on Jan 27  #GE16,6
1656,"@labour @FineGael AusterityParties, Screaming stability to STOP us electing politicians who wont bailout banks #GE16",1
1657,Best of luck to my friend @seansherlocktd      tonight at @FirgroveHotel #vinb #ge2016,9
1658,"@Revolution_IRL never in the history of Ireland has so few done so much harm to so many. Med cards homelessness, health, crime. #ge16",0
1659,When @DefMarIreland back you though? #CWKK #GE16 &gt;,4
1660,#Labour TD is not happy with latest #jobsfortheboys stunt Don't worry the Irish People will take care of that #GE16,2
1661,"There should be no quotas, people should be there on merit.",3
1662,Water protest on O'Connell st.. #GE16,5
1663,#EndaJokes\nWhen's a #Stroke not a stroke?\nWhen you can #Spin legislation to justify it\n#Burton #Martin #GE16 \n,2
1664,Great to be out on the doors in Cabra with @JoeCostelloTD today. Positive response. #GE16,10
1665,"@PetRabbitte @geraghty040 must have overstayed their welcome in the Dail bar,massive hangover waiting #GE16",2
1666,Overheard this gem about an #GE16 candidate canvassing  earlier \He is in such a hurry his shadow is having difficulty keeping up with him\,9
1667,After a reported \u20ac30k pay increase Micheal Martin calls for a fair society. #GE16 #af16,2
1668,"Have @FineGael actually decided what their policy is on USC? There was a lot of confusion &amp; kite flying, are they abolishing it or not?#ge16",3
1669,#ballyheasaysno Meeting  Gov Lane (Central Bank) to get justice on the debt \nat 1:08:22 #OFlynn4CorkNW #GE16  \u2026?,5
1670,#EndaOUT because they want to desalinate seawater\n\n#GE16 #Right2change #MyHomelessFamily #wealthdivide #Right2Water,2
1671,"Enda says the date of the election is immaterial, won't announce date in speech tonight #fgaf16 #ge16",4
1672,Minor tweaks but no change to pecking order in #DBS #GE16. @fiannafailparty drop &amp; @FineGael chance of 2 increases.,4
1673,"Ireland Is Set To Vote On A New Flag, What Do You Make Of The Options",5
1674,Rats leaving the sinking ship Vs the ship leaving stinking rats.\n\nThe ship is #PeoplePower\nThe leaving is #GE16,0
1675,Follow Us #GE16,6
1676,GALWAY! Pz RT Be the Pro Choice voice in your constituency. Places still available.,7
1677,The political analysis on @RTERnaG is often very insightful and on another level to some other stations. Ach go h\u00e1irithe ar @Cormacag5 #ge16,10
1678,Irish government funded #rte #aertel\n\n#anti #russian #propoganda #rtebias\n\n#voteASH #ge16 \n\n@rt_com @BrianGauspohl,1
1679,That feeling when all results seem like a disaster #ge16,1
1680,Hear #Cork South West candidate @JohnnyOMahony1 say why you should #VoteGreen2016  @GreenParty_IE #GE16,7
1681,@adstack68 don't really talk politics on my Twitter it seems to upset folk I do like an ol debate! I ll watch out for your #GE16 tweets,6
1682,"Miche\u00e1l Martin kicks off the first Leaders\u2019 Questions of 2016: \I wish you a happy new year Taoiseach, apart from the election.\u201d #GE16 #dail",3
1683,"Anyone voting for the same old parties in #ge16, this will be the government's reponse to any of your concerns",5
1684,Lots of good stuff in the #socdems manifesto but lacks the big radical idea a new party needs to make an impact. #ge16 #RadicalOrRedundant,3
1685,@richardcalhoun @EddyJBlue \nI suppose if you were resident you could even stand for election in Ireland never mind vote. If you wished.,6
1686,Interesting..\u201c@caulmick: The @SocDems Manifesto - we will abolish #IrishWater #not1pipe #socdems #GE16 #Jan23,7
1687,Enda Kenny 2010: \I will put the State's house in order.\ #MyHomelessFamily  #GE16  #vinb,2
1688,Spread the word and help make #repealthe8th a RED LINE ISSUE in #GE16! We just need you to tell 5 friends #JustTell5,7
1689,THE Fianna F\u00e1il voter #ge16 boot them out for another 10 years &amp; save your children from these chancers,0
1690,"Spent about four hours this evening trying to get a printer to work, by comparison a #ge16 campaign will be child's play",2
1691,"Holed up in a Jury's Inn, Green Party Councillor Hiroshima Hannigan rejected calls for improved dog prospects. #ge16",4
1692,"@Humanisticus The more out of the country, the less can vote. The longer @EndaKennyTD holds off #GE16 date, the less can come home to vote.",4
1693,"Correct observation, FF in no position to be leading a govt, only FG will &amp; ensure we keep the recovery going #ge16",7
1694,Is @RuthCoppingerTD sitting on a seesaw? Hasn't done her research on health; very disappointing @LatedebateRTE #GE16,2
